Neurobiologist ^np+nom++??+=Neurobiologist.
responsible ^jj++++=responsible
for ^in++++=for
Beethoven ^np++++=Beethoven
s ^zz++++=s
Fifth ^od++++=Fifth
Symphony ^nn++++=Symphony.
. ^zz++++=EXTRAWORD
Bernadette ^np+nom++??+=Bernadette
studies ^nns++++=studies
yeast ^nn++++=yeast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
organism ^nn+nom+++=organism
responsible ^jj++++=responsible
for ^in++++=for
Michelob ^np+++??+=Michelob
Lite ^np+++??+=Lite.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
something ^pn++++=something
wrong ^jj++++=wrong
with ^in++++=with
your ^pp$+pp2+++=your
neck ^nn++++=neck?
? ^zz++++=EXTRAWORD
Have ^vb+hv+aux++=Have
you ^pp2+pp2+++=you
considered ^vbd+vprv++xvbn+=considered
massage ^nn+nom+++=massage?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
proposing ^vbg+++xvbgx+=proposing
you ^pp2+pp2+++=you
massage ^nn+nom+++=massage
your ^pp$+pp2+++=your
muscles ^nns++++=muscles
with ^in++++=with
your ^pp$+pp2+++=your
own ^ap++++=own
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Trust ^nn++++=Trust
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
With ^in++++=With
your ^pp$+pp2+++=your
right ^jj+atrb+++=right
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
locate ^vb++++=locate
the ^ati++++=the
spot ^nn++++=spot
where ^wrb+who+++=where
the ^ati++++=the
scapula ^nn+++??+=scapula
meets ^vbz++++=meets
the ^ati++++=the
acromion ^nn+++??+=acromion
process ^nns+nom+++=process.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
push ^vb++++=push
your ^pp$+pp2+++=your
third ^nn++++=third
finger ^nn++++=finger
along ^in++++=along
the ^ati++++=the
ridge ^nn++++=ridge
of ^in++++=of
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
blade ^nn++++=blade,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
a ^at++++=a
small ^jj+atrb+++=small
rotation ^nn+nom+++=rotation
as ^ql++++=as
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
so ^rb++++=so.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
should ^md+nec+++=should
feel ^vb+vprv+++=feel
a ^at++++=a
small ^jj+atrb+++=small
node ^nn+++??+=node-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
object ^nn++++=object
rolling ^vwbg+++xvbg+=rolling
back ^jjb++++=back
and ^cc++++=and
forth ^np++++=forth
along ^in++++=along
the ^ati++++=the
bone ^nn++++=bone.
. ^zz++++=EXTRAWORD
Obviously ^rb+amp+++=Obviously.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
bear ^vb+vprv+++=bear
down ^rb+phrv+++=down
on ^in+ppvb+++=on
it ^pp3+it+++=it
like ^in++++=like
the ^ati++++=the
seventh ^od++++=seventh
grade ^vb++++=grade
noogies ^nns+++??+=noogies
we ^pp1a+pp1+++=we
all ^rb++++=all
know ^vb+vprv+++=know
too ^ql++++=too
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
t ^zz++++=t
flatter ^vb++++=flatter
yourself ^ppl+pp2+++=yourself.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
hands ^nns++++=hands
are ^vb+ber+vrb++=are
blunt ^np++++=blunt
tools ^nns++++=tools
guided ^vwbn+++xvbn+=guided
by ^in++++=by
my ^pp$+pp1+++=my
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
nervous ^jj+atrb+++=nervous
system ^nn++++=system.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
just ^rb+emph+++=just
as ^in++++=as
easily ^rb++++=easily
have ^vb+hv+aux++=have
paralyzed ^vprf+++xvbnx+=paralyzed
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
that ^dt+dem+++=That
doesn ^nn++++=doesn
t ^zz++++=t
interest ^nn++++=interest
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
goodbye ^nn++++=Goodbye.
. ^zz++++=EXTRAWORD
