Coming ^vbg+++xvbg+=Coming.
I ^pp1a+pp1+++=I
want ^vb++++=want
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see.
. ^zz++++=EXTRAWORD
So ^ql++++=So
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
telling ^nvbg+++xvbg+=telling
you ^pp2+pp2+++=you
things ^nns++++=things,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
he ^pp3a+pp3+++=he
mention ^nn+nom+++=mention
he ^pp3a+pp3+++=he
owns ^vbz++++=owns
not ^xnot++not++=not
one ^pn++++=one,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
two ^cd++++=two
Star ^nn++++=Star
Trek ^nn++++=Trek
uniforms ^nns++++=uniforms?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah.
. ^zz++++=EXTRAWORD
Wears ^vbz++++=Wears
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
just ^rb+emph+++=just
for ^in++++=for
Halloween ^np+++??+=Halloween.
. ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
ll ^nn+++??+=ll
return ^vb++++=return
the ^ati++++=the
favour ^nn++++=favour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
won ^vbd+++xvbnx+=won
t ^zz++++=t
tell ^vb++++=tell
Laura ^nn++++=Laura
that ^tht+rel+++=that
half ^abn++++=half
the ^ati++++=the
dirty ^jj+atrb+++=dirty
movies ^nns++++=movies
you ^pp2+pp2+++=you
own ^ap++++=own
are ^vb+ber+aux++=are
animated ^vpsv++agls+xvbnx+=animated.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+aux++=Did
you ^pp2+pp2+++=you
tell ^vb++++=tell
her ^pp$+pp3+++=her
about ^in++++=about
your ^pp$+pp2+++=your
lucky ^jj+atrb+++=lucky
asthma ^nn++++=asthma
inhaler ^jjr++++=inhaler?
? ^zz++++=EXTRAWORD
A ^at++++=A
S ^zz++++=S
Take ^vb++++=Take
me ^pp1o+pp1+++=me
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
not ^xnot++not++=not
innocent ^jj++++=innocent
in ^in++++=in
all ^abn++++=all
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
basically ^rb+down+++=basically
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
stupid ^jj++++=stupid,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
asthmatic ^jj+atrb+++=asthmatic
dumbass ^nns+++??+=dumbass.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Way ^nn++++=Way
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up
until ^in++++=until
the ^ati++++=the
last ^jj+atrb+++=last
part ^nn++++=part,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
kind ^rb+hdg+splt++=kind
of ^rb"+hdg"+++=of
enjoying ^xvbg+++xvbg+=enjoying
take ^vb++++=take-charge
- ^zz++++=EXTRAWORD
charge ^nn++++=EXTRAWORD
Leonard ^np++++=Leonard
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
backbone ^nn++++=backbone.
. ^zz++++=EXTRAWORD
Picking ^vbg+++xvbg+=Picking
the ^ati++++=the
movie ^nn++++=movie,
, ^zz++++=EXTRAWORD
knowing ^vbg+vprv++xvbg+=knowing
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
wants ^vbz++++=wants,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
cocky ^jj++++=cocky.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah.
. ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh.
. ^zz++++=EXTRAWORD
Maybe ^rb+hdg+++=Maybe
I ^pp1a+pp1+++=I
like ^vb++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Good ^jj+atrb+++=Good
night ^nn++++=night,
, ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
ladies ^nns++++=ladies,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
killed ^vbd+++xvbn+=killed
the ^ati++++=the
bottle ^nn++++=bottle.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
judge ^nn++++=judge
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do,
, ^zz++++=EXTRAWORD
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
movies ^nns++++=movies,
, ^zz++++=EXTRAWORD
go ^vb++++=go
dancing ^nvbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
lay ^j+++xvbn+=lay
down ^rp++++=down
for ^in++++=for
a ^rb++++=a
little ^rb"++++=little
bit ^nn++++=bit?
? ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
mom ^vb+++??+=mom
smoked ^vbd+++xvbn+=smoked
pot ^vb++++=pot
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
pregnant ^jj+pred+++=pregnant
with ^in++++=with
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
turned ^vbd+++xvbnx+=turned
out ^rb+phrv+++=out
just ^rb+emph+++=just
fine ^jj++++=fine.
. ^zz++++=EXTRAWORD
Hey ^uh++++=Hey,
, ^zz++++=EXTRAWORD
look ^vb++++=look,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
peach ^nn++++=peach
schnapps ^nns+++??+=schnapps.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
God ^nn++++=God.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
wrong ^jj++++=wrong?
? ^zz++++=EXTRAWORD
Amy ^np+++??+=Amy,
, ^zz++++=EXTRAWORD
little ^ap++++=little
vixen ^jj+++xvbn+=vixen.
. ^zz++++=EXTRAWORD
Just ^rb+emph+++=Just
working ^jj+++xvbg+=working
it ^pp3+it+++=it
under ^in++++=under
all ^abn++++=all
those ^dt+dem+++=those
layers ^nns++++=layers
of ^in++++=of
wool ^nn++++=wool
and ^cc++++=and
polyester ^nn+nom+++=polyester.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
doesn ^nn+++??+=doesn
t ^zz++++=t
have ^vb+hv+vrb++=have
a ^at++++=a
boyfriend ^nn+++??+=boyfriend,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
a ^at++++=a
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
So ^ql++++=So
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
like ^in++++=like
Stuart ^np++++=Stuart?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
look ^vb++++=look,
, ^zz++++=EXTRAWORD
sweetie ^nn++++=sweetie,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
all ^abn++++=all
love ^nn++++=love
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
ve ^nn+++??+=ve
been ^vprf+ben+vrb+xvbn+=been
with ^in++++=with
him ^pp3o+pp3+++=him
over ^in++++=over
a ^at++++=a
year ^nn++++=year
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
it ^pp3+it+++=it
s ^zz++++=s
not ^xnot++not++=not
going ^vbg+++xvbg+=going
anywhere ^rb+cnj+++=anywhere,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
does ^vbz+doz+aux++=does
it ^pp3+it+++=it
hurt ^vbd+++xvbn+=hurt
to ^to++++=to
look ^vbi++++=look
around ^in+strn+++=around?
? ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
for ^in++++=for
what ^wdt+who+++=what
it ^pp3+it+++=it
s ^zz++++=s
worth ^in+strn+++=worth,
, ^zz++++=EXTRAWORD
engaged ^xvbn+++xvbn+=engaged
people ^nns++++=people
can ^md+pos+++=can
look ^vb++++=look
around ^rp++++=around,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Lot ^nn++++=Lot
of ^in++++=of
options ^nns+nom+++=options
out ^rp+pl+++=out
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
we ^pp1a+pp1+++=we
love ^nn++++=love?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
we ^pp1a+pp1+++=we
love ^nn++++=love?
? ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
do ^vb+do+aux++=do
we ^pp1a+pp1+++=we
love ^nn++++=love?
? ^zz++++=EXTRAWORD
Hello ^rb+dspt+++=Hello,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon.
. ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=Come
on ^in++++=on
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
up ^rp++++=up?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what?
? ^zz++++=EXTRAWORD
God ^np++++=God,
, ^zz++++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
make ^vbi++++=make
Amy ^np+++??+=Amy
jealous ^jj++++=jealous?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
listen ^vb++++=listen
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Playing ^vbg+++xvbg+=Playing
games ^nns++++=games
is ^vbz+bez+aux++=is
not ^xnot++not++=not
gonna ^md+prd+++0=gonna
help ^vb++++=help
get ^vb++++=get
Amy ^np+++??+=Amy
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
honey ^nn++++=honey,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
me ^pp1o+pp1+++=me
tell ^vb++++=tell
you ^pp2+pp2+++=you
a ^at++++=a
story ^nn++++=story.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
guy ^np++++=guy
I ^pp1a+pp1+++=I
liked ^vbd+++xvbnx+=liked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt.
. ^zz++++=EXTRAWORD
Eventually ^rb+cnj+++=Eventually,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
started ^vbd+++xvbnx+=started
going ^vbg+++xvbg+=going
out ^rp+pl+++=out
with ^in++++=with
someone ^pn++++=someone
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
always ^rb++++=always
regretted ^vbd+vprv+tht0+xvbn+=regretted
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
you ^pp2+pp2+++=you
see ^vb+vprv+++=see
where ^wrb+who+whcl++=where
I ^pp1a+pp1+++=I
m ^zz++++=m
going ^vwbg+++xvbg+=going
with ^in++++=with
this ^dt+pdem+++=this?
? ^zz++++=EXTRAWORD
Mm ^nnu++++=Mm.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
re ^in++++=re
not ^xnot++not++=not
the ^ati++++=the
guy ^np++++=guy.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
call ^vb++++=call
everyone ^pn++++=everyone
sweetie ^nn++++=sweetie.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look,
, ^zz++++=EXTRAWORD
Sheldon ^np++++=Sheldon,
, ^zz++++=EXTRAWORD
all ^abn++++=all
I ^pp1a+pp1+++=I
m ^zz++++=m
saying ^vwbg+++xvbg+=saying
is ^vbz+bez+vrb++=is
strap ^nn++++=strap
on ^in++++=on
a ^at++++=a
pair ^nn++++=pair
and ^cc++++=and
go ^vb++++=go
talk ^nn++++=talk
to ^in++++=to
Amy ^np+++??+=Amy.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
sweetie ^nn++++=sweetie,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are
so ^ql++++=so
not ^xnot++not++=not
the ^ati++++=the
guy ^np++++=guy.
. ^zz++++=EXTRAWORD
Yeah ^uh++++=Yeah,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
got ^vbd+++xvbnx+=got
red ^jj++++=red.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
should ^md+nec+++=should
probably ^rb++++=probably
drive ^nn++++=drive.
. ^zz++++=EXTRAWORD
Hi ^uh++++=Hi.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
Sheldon ^np++++=Sheldon
change ^nn++++=change
the ^ati++++=the
Wi ^np+++??+=Wi-Fi
- ^zz++++=EXTRAWORD
fi ^nn+++??+=EXTRAWORD
password ^nn++++=password
again ^rb+tm+++=again?
? ^zz++++=EXTRAWORD
Okay ^rb+dspt+++=Okay.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
can ^md+pos+++=can
t ^zz++++=t
get ^vb++++=get
me ^pp1o+pp1+++=me
to ^to++++=to
stop ^vbi++++=stop
eating ^vbg+++xvbg+=eating
your ^pp$+pp2+++=your
food ^nn++++=food,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
makes ^vbz++++=makes
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
me ^pp1o+pp1+++=me
to ^to++++=to
stop ^vbi++++=stop
using ^vbg+++xvbg+=using
your ^pp$+pp2+++=your
Wi ^np+++??+=Wi-Fi?
- ^zz++++=EXTRAWORD
fi ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
Sure ^jj++++=Sure.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
s ^zz++++=s
yours ^pp$$++++=yours?
? ^zz++++=EXTRAWORD
Basketball ^np+++??+=Basketball
Pope ^np++++=Pope.
. ^zz++++=EXTRAWORD
What ^wdt+who+whq++=What
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
gonna ^md+prd+++0=gonna
do ^vb+do+vrb++=do
about ^in++++=about
your ^pp$+pp2+++=your
bully ^nn++++=bully?
? ^zz++++=EXTRAWORD
Are ^vb+ber+aux++=Are
you ^pp2+pp2+++=you
gonna ^md+prd+++0=gonna
see ^vb+vprv+++=see
him ^pp3o+pp3+++=him?
? ^zz++++=EXTRAWORD
All ^abn++++=All
right ^jj++++=right,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
he ^pp3a+pp3+++=he
wants ^vbz++++=wants?
? ^zz++++=EXTRAWORD
Hmm ^np+++??+=Hmm.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
too ^ql++++=too
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
could ^md+pos+++=could
have ^vb+hv+aux++=have
spent ^vprf+++xvbnx+=spent
New ^jj+atrb+++=New
Year ^nn++++=Year
s ^zz++++=s
Eve ^nn++++=Eve
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
the ^ati++++=the
ball ^nn++++=ball
to ^to++++=to
drop ^vbi++++=drop.
. ^zz++++=EXTRAWORD
Cause ^nn++++=Cause
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
wear ^vb++++=wear
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
s ^zz++++=s
a ^at++++=a
shirt ^nn++++=shirt.
. ^zz++++=EXTRAWORD
So ^rb+cnj+++=So,
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
s ^zz++++=s
Howard ^np++++=Howard
doing ^vwbg+++xvbg+=doing
tonight ^nr+tm+++=tonight?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
terrific ^jj++++=terrific.
. ^zz++++=EXTRAWORD
High ^jj+atrb+++=High
school ^nn++++=school
quarterback ^nn+++??+=quarterback
against ^in++++=against
four ^cd++++=four
mathletes ^nns+nom++??+=mathletes.
. ^zz++++=EXTRAWORD
Hmm ^np+++??+=Hmm,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
s ^zz++++=s
not ^xnot++not++=not
crazy ^jj++++=crazy
about ^in++++=about
needles ^nps++++=needles,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
get ^vb++++=get
him ^pp3o+pp3+++=him
to ^to++++=to
go ^vbi++++=go
jogging ^jj+++xvbg+=jogging,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
ll ^nn+++??+=ll
just ^rb+emph+++=just
pour ^&fw++++=pour
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
awful ^jj++++=awful.
. ^zz++++=EXTRAWORD
Wow ^nn++++=Wow.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
poor ^jj+atrb+++=poor
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
my ^pp$+pp1+++=my
school ^nn++++=school
was ^vbd+bedz+vrb++=was
a ^at++++=a
nice ^jj+atrb+++=nice
place ^nn++++=place.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
didn ^nn+++??+=didn
t ^zz++++=t
really ^rb+emph+++=really
have ^vb+hv+vrb++=have
bullies ^nns++++=bullies.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
weren ^vbd+++xvbn+=weren
t ^zz++++=t
really ^rb+emph+++=really
like ^in++++=like
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
mean ^jj++++=mean,
, ^zz++++=EXTRAWORD
look ^vb++++=look,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
played ^vbd+++xvbn+=played
pranks ^nns+++??+=pranks
on ^rp++++=on
each ^ppls++++=each
other ^ap++++=other,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
never ^rb++++=never
mean ^jj+pred+++=mean.
. ^zz++++=EXTRAWORD
Like ^in+strn+++=Like,
, ^zz++++=EXTRAWORD
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
one ^cd1++++=one
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
Kathy ^np++++=Kathy
Geiger ^np++++=Geiger,
, ^zz++++=EXTRAWORD
got ^j+++xvbn+=got
really ^rb+emph+++=really
good ^jj+atrb+++=good
grades ^nns++++=grades,
, ^zz++++=EXTRAWORD
so ^ql++++=so
we ^pp1a+pp1+++=we
blindfolded ^vbd+++xvbn+=blindfolded
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
her ^pp$+pp3+++=her
up ^rp++++=up
and ^cc++++=and
left ^vbd+++xvbn+=left
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
cornfield ^nn+++??+=cornfield
overnight ^jjb++++=overnight.
. ^zz++++=EXTRAWORD
No ^at++++=No,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
funny ^jj+pred+++=funny.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
s ^zz++++=s
hard ^jj++++=hard
to ^to+jcmp+++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kind ^rb+hdg+++=kind
of ^rb"+hdg"+++=of
had ^vb+hv+vrb++=had
an ^at++++=an
ear ^nn++++=ear
of ^in++++=of
corn ^nn++++=corn
in ^in++++=in
her ^pp$+pp3+++=her
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What?
? ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
bully ^nn++++=bully.
. ^zz++++=EXTRAWORD
Anyway ^rb+cnj+++=Anyway,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
really ^rb+emph+++=really
sorry ^uh++++=sorry
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
fun ^nn++++=fun
of ^in++++=of
your ^pp$+pp2+++=your
stutter ^jjr++++=stutter
in ^in++++=in
high ^jj+atrb+++=high
school ^nn++++=school.
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh-huh.
- ^zz++++=EXTRAWORD
huh ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Uh ^uh++++=Uh-huh.
- ^zz++++=EXTRAWORD
huh ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
God ^np++++=God,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
finish ^vb++++=finish
the ^ati++++=the
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
sorry ^uh++++=sorry
you ^pp2+pp2+++=you
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
way ^nn++++=way.
. ^zz++++=EXTRAWORD
Bye ^rb++++=Bye.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
wants ^vb++++=wants
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
my ^pp$+pp1+++=my
apologies ^nns++++=apologies.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
s ^zz++++=s
easy ^jj++++=easy
for ^in++++=for
you ^pp2+pp2+++=you
to ^to++++=to
say ^vbi+vpub+++=say.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
weren ^vbd+++xvbn+=weren
t ^zz++++=t
just ^rb+emph+++=just
called ^vbd+++xvbn+=called
a ^at++++=a
b ^zz++++=b-b-b-b-bitch.
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
b ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bitch ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Both ^abx++++=Both.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
actually ^rb+amp+++=actually
knew ^vbd+vprv+tht0+xvbn+=knew
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
Ooh ^uh++++=Ooh,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
t ^zz++++=t
do ^vb+do+vrb++=do
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
stand ^vb++++=stand
over ^in++++=over
a ^at++++=a
steaming ^jj+atrb++xvbg+=steaming
pot ^nn++++=pot,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
hair ^nn++++=hair
just ^rb+emph+++=just
goes ^vbz++++=goes
boing ^nvbg+++xvbg+=boing!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
else ^rb+cnj+++=else
could ^md+pos+++=could
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=do?
? ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
don ^npt++++=don
t ^zz++++=t
even ^rb++++=even
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
own ^ap++++=own
house ^nn++++=house,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
m ^zz++++=m
going ^md"++pmd"++=going
to ^md+prd+++=to
build ^vb++++=build
one ^pn++++=one
for ^in++++=for
someone ^pn++++=someone
else ^rb+cnj+++=else?
? ^zz++++=EXTRAWORD
Oh ^uh++++=Oh,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
God ^nn++++=God,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
s ^zz++++=s
